communityname,state,countyCode,communityCode,autoTheftPerPop,PctKidsBornNeverMar,PctKids2Par,PctFam2Par,PctTeen2Par,PctRecImmig10,PctPersDenseHous,PctForeignBorn,PctRecImmig8,PopDens,PctHousLess3BR,PctRecImmig5,FemalePctDiv,PctNotSpeakEnglWell,PctPersOwnOccup,PctRecentImmig,TotalPctDiv,PctSpeakEnglOnly,PctYoungKids2Par,pctWPubAsst,PctLargHouseFam,PctHousOwnOcc,pctWInvInc,MalePctDivorce,PctUnemployed,PctVacantBoarded,MedNumBR,PctUsePubTrans,RacialMatchCommPol,PctNotHSGrad,LemasPctOfficDrugUn
Florencecity,SC,,,539.03,8.81,48.79,56.8,60.58,0.51,4.77,1.52,0.49,1951.1,43.04,0.35,14.99,0.41,59.21,0.32,12.85,96.07,62.59,11.81,7.15,57.39,32.94,10.14,6.17,2.23,3,1.24,,30.88,0
Chinocity,CA,,,1052.13,3.78,75.09,79.91,84.24,6.38,11.75,17.22,4.72,3379.5,38.59,3.28,12.69,5.65,69.36,1.96,9.3,69.45,89.72,7.13,11.59,67.89,32.28,6.9,5.53,1,3,0.53,,25.79,0
Ogdensburgcity,NY,89,54485,91.25,2.98,67.41,68.6,80.81,1.35,1.21,5.08,0.91,2575.8,43.67,0.45,13.44,1.84,65.06,0.29,10.92,90.54,86.27,10.4,5.37,59.86,34.2,8.77,9.22,6.58,3,0.77,,32.03,0
Portsmouthcity,VA,740,64000,1198.03,7.93,50.46,59.44,59.14,0.47,4.27,1.34,0.34,3026.2,50.04,0.22,16.3,0.65,56.28,0.11,14.52,96.02,68.38,10.41,5.65,55.87,25.79,12.47,7.33,7.65,2,3.49,66.5,33.36,6.76
Ludlowtown,MA,13,37175,294.89,1.44,83.1,84.69,86.85,1.66,1.41,16.07,1.08,669.1,37.77,0.95,8.19,5.55,80.85,0.64,7.36,70.78,93.86,5.2,3.37,76.7,43.52,6.47,4.75,0.85,3,0.2,,33.26,0
Hallandalecity,FL,,,933.07,4.06,48.36,54.54,55.14,6.81,4.73,24.98,5.27,7115.7,89.98,3.26,11.41,2.84,63.69,1.66,11.77,74.58,63.74,4.44,2.18,66.78,49.5,12.24,7.32,1,2,3.73,,32.08,0
Goodlettsvillecity,TN,,,760.02,0.32,76.4,79.82,82.92,0.65,1.32,2.08,0.58,793,42.81,0.29,13.96,0.69,67.78,0.28,12.19,97.09,89.86,2.82,2.73,64.04,36.51,10.18,2.2,0.27,3,0.69,,21.3,0
Montgomerycity,AL,,,616.1,7.93,57.12,63.65,63.2,0.57,4.57,1.51,0.45,1338,40.37,0.34,15.21,0.51,62.01,0.19,13.32,96.32,70.79,8.47,6.24,60.08,33.75,11.02,7,7.84,3,1.54,92.69,24.25,3.5
Randolphtownship,NJ,27,61890,72.5,0.56,88.69,89.03,88.93,3.36,1.31,9.3,2.78,919.5,30.3,1.68,8.01,1.18,79.95,1.23,6.83,87.81,96.84,2.09,4.14,71.06,65.46,5.59,3.32,0.64,3,1.93,,8.77,0
LaMesacity,CA,,,1016.69,1.82,66.32,67.21,65.91,3.23,4.4,9.04,2.69,5541.4,59.77,1.82,17.36,1.69,51.24,1.33,15.02,87.01,83.07,6.51,2.89,48.24,48.12,12.32,4.93,0.42,2,2.79,,13.32,0
Montebellocity,CA,,,1166.14,5.88,60.37,66.71,68.11,16.73,22.78,39.04,12.63,6964.9,64.86,10.09,13.31,17.82,48.8,6.84,10.97,31.36,76.26,13.72,13.84,48.35,30.3,8.4,6.73,2.26,2,5.98,,39.19,0
NewBerlincity,WI,133,56375,80.06,0.63,88.88,90.24,89.64,0.4,0.74,2.89,0.17,880.1,23.76,0.17,6.29,0.41,89.21,0.15,5.74,95.63,95.14,1.62,3.74,84.63,68.41,5.17,2.54,0.25,3,0.76,,9.69,0
Arkadelphiacity,AR,,,131.91,5.94,58.4,63.78,63.94,1.05,2.58,1.83,0.98,1397.8,49.06,0.78,9.86,0.7,57.37,0.2,8.25,95.97,64.27,9.95,3.45,54.7,33.51,6.26,5.68,1.74,3,0.62,,27.6,0
Shrewsburytown,MA,27,61800,159,0.74,85.93,86.54,85.65,2.02,0.9,6.12,1.75,1124.1,43.98,1.04,8.75,0.65,77.78,0.56,7.96,91.46,91.91,2.51,3.78,70.39,49.23,7.11,4.95,0.93,3,0.54,,12.83,0
Dartmouthtown,MA,5,16425,547.21,0.67,81.16,83.1,86.78,1.16,1.22,11.6,0.58,427.4,32.77,0.25,7.83,4.18,84.49,0.14,6.77,76.85,88.19,6.49,3.6,80.04,49.06,5.57,7.85,1.38,3,0.78,,33.14,0
NewCanaantown,CT,1,50580,82.72,0.54,88.34,87.79,87.33,2.66,0.4,9.34,1.84,779.2,17.99,1.47,8.47,0.48,82.78,0.96,6.62,91.26,95,2.36,4.26,79.24,76.64,4.51,2.77,0.28,4,17.42,,5.11,0
BrighamCitycity,UT,,,47.08,0.54,85.45,84.48,86.43,0.16,3.85,1.77,0,1211.2,29.02,0,9.08,0.83,78.8,0,7.79,94.56,90.65,4.64,16.35,74.9,43.91,6.42,7.05,1.82,3,0.66,,15.92,0
Clevelandcity,TN,,,385.46,3.1,68.83,72.7,77.5,0.55,2.31,1.53,0.48,1477.2,49.64,0.35,13.99,0.79,58.41,0.27,12.46,96.7,77.88,8.61,2.97,55.06,33.29,10.62,5.58,0.28,3,0.05,,33.81,0
Carpinteriacity,CA,,,138.43,1.34,67.86,73.68,69.58,9.76,12.04,18.75,7.42,4902.6,62.07,5.9,15.61,11.27,52.86,3.96,13.28,69.34,85.07,5.4,9.71,56.52,42.3,11.01,3.75,0.59,2,2.94,,23.73,0
Salinascity,CA,,,651.08,4.96,66.11,71.15,73.85,11.83,22.21,26.42,9.48,5637.3,58.77,6.4,14.91,16.42,44.98,3.45,12.12,52.85,77.12,11.66,15.8,46.25,29.49,9.28,10.81,0.99,2,2.28,73.48,37.7,8.33
Oviedocity,FL,,,385.3,3.11,78.66,82.71,86.96,2.02,2.85,4.19,1.52,801,19.75,0.98,10.74,0.6,81.79,0.75,9.1,90.64,93.7,1.75,3.81,80.61,42.55,7.37,3.57,0.96,3,0,,9.5,0
PalisadesParkborough,NJ,3,55770,309.19,0.92,81.29,82.8,79.75,21.38,6.77,38.48,18.64,11613.9,64.29,16.24,8.85,10.7,43.87,10.99,8.11,52.64,92.35,2.82,4.37,38.43,43.4,7.3,5.45,0.37,2,16.57,,22.03,0
Plainsborotownship,NJ,23,59280,209.37,2.66,81.81,81.15,81.12,8.97,1.98,15.08,7.89,1141.9,76.88,5.42,11.72,1.53,47.77,3.81,10.93,82.59,90.34,1.06,1.83,39.34,55.13,10.16,3.39,0.22,2,9.49,,3.84,0
Saginawcity,MI,145,70520,345.07,12.28,40.94,45.11,51.51,0.49,4.17,1.77,0.39,3846.4,47.02,0.31,17.02,0.62,59.24,0.24,15.25,92.48,46.83,25.53,7.11,57.55,26.71,13.01,17.82,13.12,3,1.63,82.59,31.43,9.84
Vallejocity,CA,,,1026.38,3.48,67.59,72.02,73.37,7.34,9.25,18.1,5.73,3488.3,47.35,3.67,14.29,2.48,64.16,2.23,12.51,75.03,79.37,10.85,9.13,61.88,34.19,10.68,6.55,2.02,3,3.7,82.53,19.04,11.45
ElCampocity,TX,,,282.86,1.87,68.94,74.23,74.2,1.53,7.94,3.88,1.03,1777.9,49.96,0.51,11.14,4.49,60.48,0.47,10.07,71.16,82.62,7.17,6.5,61.97,33.22,8.84,8.12,4.53,3,0,,40.64,0
Lancastercity,CA,,,848.19,4.7,69.97,74.48,75.3,4.21,6.6,9.15,3.34,1057.6,40.64,2.56,16.06,2.71,64.36,1.81,13.73,85.62,82.44,10.18,7.29,62.94,35.83,11.35,6.94,1.72,3,1.04,,19.72,0
CommerceCitycity,CO,,,875.84,4.59,55.24,61.46,65.67,1.31,7.91,3.61,1.14,795.8,53.73,1,18.71,2.6,57.72,0.77,16.93,81.59,54.09,14.47,7.85,58.9,21.32,15.07,10.59,4.46,2,3.77,,39.44,0
GrantsPasscity,OR,,,538.84,2.82,63.19,65.09,74.96,0.73,3.51,2.51,0.47,2614.8,57.1,0.37,17.1,0.58,55.05,0.22,15.48,96.25,58.86,8.63,4.28,53.72,39.63,13.54,9.34,1.79,2,0,,23.86,0
SanBenitocity,TX,,,408.32,2.85,62.38,69.62,74.25,6.58,22.87,16.84,4.25,2144.6,58.49,3.13,12.77,18.4,66.89,1.82,10.11,17.83,78.99,21.11,19.12,67.22,18.27,7.03,13.89,10.59,2,0.32,,53.35,0
Cantontown,MA,21,11315,308.89,0.68,84.5,85.97,87.87,0.52,0.76,5.13,0.35,944.5,34.97,0.26,7.34,0.84,81.5,0,6.19,93.88,95.88,3.69,5.96,74.91,53.69,4.9,5,5.43,3,9.12,,9.89,0
Polandtownship,OH,99,63968,106.18,0.45,89.98,91.48,83.62,0.31,0.7,2.27,0.17,639.9,16.31,0.17,4.87,0.42,93.36,0.17,4.51,93.11,97.37,4.53,3.72,91.09,53.66,4.13,4.29,1.09,3,0,,12.54,0
Evansvillecity,IN,,,275.65,3.94,63.36,66.64,68.16,0.38,2.05,0.93,0.36,2993.9,59.88,0.23,15.86,0.55,63.31,0.18,14.41,96.85,72.56,7.34,3.22,58.98,40.81,12.68,7.12,4.83,2,1.64,93.68,27.61,3.29
Tylercity,TX,,,646.24,4.12,64.63,68.69,74.46,3.04,5.55,5.34,2.33,1836.7,52.75,1.81,15.13,2.54,55.24,0.75,13,90.06,76.66,7.19,6.29,52.8,35.1,10.51,8.08,3.85,2,0.33,70.47,22.95,4.35
Burbankcity,CA,,,990.36,3.52,69.2,71,73.16,11.98,9.74,25.73,8.44,5210.5,73.03,6.38,16.06,7.6,48.89,4.29,13.93,67.55,83.85,6.77,5.49,45.7,41.1,11.62,5.12,1.24,2,3.23,92.17,20.32,5.48
Newarkcity,OH,89,54040,265.13,2.3,67.88,69.92,75.68,0.12,1.46,0.73,0.07,2376.3,48.85,0.05,15.68,0.39,59.6,0.03,14.11,97.67,74.66,9.63,3.7,56.75,37.04,12.26,7.99,1.89,3,0.49,,27.16,0
Gretnacity,LA,,,1132.79,8.32,46.01,53.74,47.66,1.26,8.22,2.57,0.94,4722.3,59.78,0.75,17.88,1.18,51.18,0.38,17.01,90.55,56.53,12.79,7.08,50.98,23.46,16.1,11.14,12.04,2,3.82,,39.82,0
MiamiBeachcity,FL,,,2634.14,4.39,55.67,58.32,51.6,22.11,15.45,51.31,15.39,12711.2,91.61,11.82,17.03,18.15,31.48,8.35,16.52,39.58,67.86,10.28,3.61,28.5,32.21,15.93,8.9,1.72,1,14.84,100,34.51,5.75
Uplandcity,CA,,,1173.21,2.4,73.04,75,78.27,6.06,6.44,12.8,5.06,4053.1,46.8,3.37,14.52,3.26,63.96,1.84,12.23,79.37,83.53,6.86,5.8,60.34,42.31,9.76,5.19,0.7,3,0.96,,15.9,0
Girardcity,OH,,,199.91,0.78,73.57,76.32,74.1,0.16,1.31,2.72,0.12,2265.9,42.98,0.12,12.32,0.48,71.66,0.04,10.58,92.27,91.58,7.56,3.59,67.23,41.89,8.52,7.86,1.52,3,0.37,,29.14,0
Shreveportcity,LA,,,755.25,10.19,49.49,57.58,57.85,0.4,5.1,1.06,0.35,1943.4,46.25,0.28,16.58,0.44,61.96,0.2,14.75,97.08,61.71,10.96,7,60.5,30.42,12.47,11.45,17.65,3,3.38,85,25.92,10.93
Brownstowntownship,MI,163,11220,636.38,3.05,73.42,73.29,82.14,0.86,2.58,3.88,0.78,808.6,40.11,0.48,14.36,0.85,71.38,0.28,11.88,94.12,79.48,8.82,4.67,67.87,35.67,9.21,7.37,1.22,3,0.21,,22.03,0
Rollacity,MO,,,214.69,1.23,71.4,73.08,77.74,4.08,2.75,6.01,3.96,1691.1,53.2,3.35,12.86,0.64,52.09,2.78,9.02,92.29,77.78,6.94,2.68,47.99,44.6,5.75,6.71,0.36,2,0.11,,23.16,0
Weehawkentownship,NJ,17,77930,894.04,5.71,66.21,69.67,77.97,14.7,7.1,39.42,10.29,14029.2,66.58,7.62,12.31,15.02,34.88,4.37,10.6,43.75,91.54,7.09,5.85,31.24,42.21,8.75,8.2,1.7,2,37.01,,29.51,0
Nashuacity,NH,11,50260,330.7,1.82,77.34,79.44,79.64,2.84,1.59,7,2.24,2486.9,51.12,1.78,12.01,1.75,62.46,1.28,10.67,84.94,84.97,4.16,3.68,57.71,50.24,9.25,6.03,0.73,2,1.16,97.05,17.31,5.06
Greensborocity,NC,,,375.18,5.86,62.21,66.12,69.75,1.55,2.37,2.64,1.28,2220.1,50.51,0.99,14.13,0.84,57.33,0.62,12.39,95.54,74.09,5.02,3.41,53.67,38.73,10.3,4.52,6.57,2,1.57,80.06,20.79,3.19
Somersetcity,KY,,,213.41,1.95,63.17,66.1,76.31,0.14,1.39,0.39,0.05,1074.2,52.62,0.04,14.13,0.32,58.97,0,12.45,98.58,73.48,13.24,2.91,57.22,31.86,10.31,5.82,0.53,2,1.05,,43.59,0
Canandaiguacity,NY,69,12144,26.82,2.41,67.53,68.62,65.82,0.12,0.97,2.05,0.12,2250.7,51.54,0.12,15.06,0.41,56.39,0,13.39,94.88,73.51,7.7,2.89,50.51,44.91,11.4,6.87,0.99,2,0.64,,20.35,0
Blacksburgtown,VA,,,39.34,1.8,78.18,78.41,81.5,7.83,1.83,10.81,7.29,1779.3,52.12,5.92,5.67,1,34.37,4,4.14,88.3,83.65,3.69,2.06,31.6,53.52,2.92,6.88,0.59,2,6.36,,8.25,0
Indianapoliscity,IN,97,,1397.43,6.06,61.88,66.06,66.89,0.68,2.47,1.91,0.53,1952.4,52.98,0.41,16.24,0.55,61.69,0.29,14.63,95.61,75.27,6.01,5,56.84,37.33,12.77,5.58,11.69,2,3.23,92.59,23.46,4.27
Berwickborough,PA,37,5888,175.12,1.92,66.61,68.37,75.19,0.1,1.02,0.68,0.1,3421.4,42.83,0.1,12.72,0.11,66.1,0,11.83,96.47,75.95,6.67,4.19,64.4,39.47,10.75,9.13,0.74,3,0.24,,33.09,0
Owatonnacity,MN,147,49300,191.92,1.42,83.93,83.35,85.4,0.3,1.18,1.24,0.17,1954.9,36.74,0.17,7.8,1.03,79.57,0.11,6.76,94.45,89.73,4.73,3.21,72.69,49.43,5.6,3.28,0.51,3,0.33,,18.08,0
ChulaVistacity,CA,,,1643.95,2.39,68.32,73.5,75.27,8.09,10.86,22.31,6.52,4500.6,56.75,4.8,14.97,6.83,55.86,3.21,12.74,61.07,82.24,10.11,8.11,53.29,37.19,10.37,6.08,1.04,2,4.49,,24.31,0
Griffithtown,IN,,,743,1.32,79.72,81.98,81.56,0.83,1.91,3.44,0.55,1983.6,40.41,0.33,10.03,0.8,73.66,0.3,9.51,92.61,90.31,2.82,4.53,64.53,46.79,8.97,4.13,0.57,3,4.31,,17.63,0
Brookfieldtown,CT,1,8980,111.69,0.5,88.19,89.27,87.08,2.22,0.67,7.18,1.66,687.9,23.61,1.2,8.62,0.56,90.48,0.86,7.16,89.54,97.4,1.72,3.96,87.59,63.17,5.65,4.14,1.45,3,1.89,,9.47,0
Victorvillecity,CA,,,1399.5,3.75,68.82,72.99,71.79,5.28,8.58,11.35,4.09,938.5,47.58,3.32,14.97,3.9,60.79,2.16,12.88,80.14,81.88,11.75,8.02,60.76,30.3,10.68,9.95,2.09,3,0.18,,25.02,0
Valparaisocity,IN,,,179.59,1.35,77.18,76.66,77.89,0.96,1.29,2.97,0.77,2321.6,49.98,0.59,11.42,0.23,63.72,0.5,9.84,95.91,85.05,4.69,2.92,55.76,52.07,8,3.75,3.49,3,1.34,,14.82,0
AsburyParkcity,NJ,25,1960,898.89,21.31,30.39,35.83,32.23,5.5,9.95,11.2,4.27,11323.1,74.6,3.52,18.22,2.58,28.17,1.7,17.13,82.56,27.43,14.95,10.55,23.05,25.92,15.71,11.82,5.6,1,8.57,,31.25,0
Bournetown,MA,1,7175,305.29,1.62,78.89,79.52,78.3,0.5,1.02,2.96,0.42,379.1,37.93,0.3,11.2,1.16,65.68,0.17,9.29,94.31,91.34,5.78,3.97,65.34,37.07,7.36,6.19,0.84,3,1.49,,13.5,0
Avontown,CT,3,2060,57.34,0.07,91.53,91.6,90.49,2.1,0.24,5.83,1.66,581.6,30.9,1.26,7.46,0.67,87.52,0.6,6.63,92.9,96.64,1.56,2.5,83.73,73.34,5.73,2.09,0,3,1.4,,7.26,0
MossPointcity,MS,,,330.34,7.62,52.86,63.09,68.57,0.07,6.4,0.41,0.07,687.6,33.61,0.07,14.06,0.82,77.98,0.04,13.04,97.12,71.58,13.06,9.41,77.4,19.86,11.91,15.88,10.43,3,0.29,,35.31,0
Naticktown,MA,17,43895,192.84,0.9,81.76,83.8,88.45,2.06,0.82,6.69,1.68,1952,40.15,1.39,9.28,0.86,73.89,1.01,7.79,92.24,96.11,4.15,3.65,66.78,60.18,6.13,4.73,0.47,3,7.12,,9.54,0
Levellandcity,TX,,,128.5,1.46,73.53,79.27,82.53,0.6,8.82,3.12,0.42,1368.5,43.7,0.3,9.67,3.91,71.91,0.14,8.8,71.17,84.16,7.96,8.2,71.47,33.92,7.85,6.83,3.91,3,0.33,,35.18,0
Russellvillecity,AR,,,233.68,1.33,72.18,74.66,78.46,0.12,1.97,0.68,0.1,799.8,43.97,0.1,13.29,0.43,62.57,0.1,11.04,97.03,81.46,5.93,2.61,58.21,33.52,8.61,6.58,0.63,3,0.36,,27.12,0
Clevelandcity,OH,35,16000,2054.24,12.2,41.5,47.21,49.78,1.16,2.89,4.15,0.93,6336.3,54.91,0.69,17.9,1.98,51.24,0.45,16.49,88.89,51.6,21.95,7.77,47.93,23.61,14.82,14,16.23,2,14.25,77.43,41.24,3.35
Pueblocity,CO,,,295.23,3.75,60.53,64.25,68.41,0.63,3.73,2.26,0.54,2651.9,51.39,0.42,15.24,1.72,66.74,0.31,14.02,81.47,65.2,12.47,4.91,64.81,32.1,12.64,9.28,8.2,2,1.11,99.4,26.79,2.99
Oakdalecity,MN,163,47680,131.02,1.81,78.86,77.65,87.05,0.6,1.49,1.67,0.57,1791.2,41.51,0.48,12.92,0.51,83.92,0.32,10.56,97.1,86.67,3.26,3.45,80.21,50.25,7.99,2.93,1.27,3,1.92,,10.47,0
SantaClaracity,CA,,,550.31,2.33,69.03,72.88,74.03,12.57,9.29,22.97,9.65,4937.4,57.35,6.7,14.67,5.24,50.13,4.24,12.87,69.77,86.38,5.81,6.08,47.07,49.09,11.11,4.43,1.81,2,2.44,82.24,16.45,4.17
EauClairecity,WI,35,22300,174.73,2.06,75.69,75.63,77.14,2.76,2.29,3.47,2.42,2212.3,50.13,2.21,9.22,1.13,60.71,1.58,8.24,94.43,82.2,9.04,3.9,57.2,53.83,7.07,5.91,0.66,2,1.37,,15.1,0
SantaAnacity,CA,,,1354.14,6.25,64.77,75.35,80.02,32.63,38.13,50.88,25.34,10468.4,66.27,19.93,11.74,31.63,45.66,12.97,9.07,30.78,84.63,8.45,32.29,48.29,26.16,6.78,8.52,3.24,2,8.61,97.05,50.28,5.76
LakeHavasuCitycity,AZ,,,281.7,0.76,75.12,78.52,76.54,0.46,2.63,4.46,0.44,546.4,43.09,0.32,11.17,0.89,73.75,0.22,10.42,94.01,88.98,3.66,2.89,74.19,47.1,9.64,3.19,0.17,3,0.36,,20.98,0
DePerecity,WI,9,19775,84.09,0.63,83.47,83.23,83.24,0.22,1.42,0.83,0.09,1920.5,38.8,0.05,7.84,0.2,74.35,0.05,6.76,97.82,91.72,3.71,3.92,67.58,58.45,5.56,3.34,1.22,3,0.87,,14.58,0
Sharontown,MA,21,60785,125.14,0.24,89.8,90.69,88.16,2.85,0.57,8.65,1.97,642.6,17.92,1.47,6.26,0.93,91.35,1.35,5.14,90.33,93.51,2.32,3.27,87.74,60.45,3.94,4.59,1.87,3,10.34,,6.31,0
Temeculacity,CA,,,803.13,1.17,82.17,83.27,80.27,4.86,4.8,9.59,4.21,990,37.2,2.76,11.43,3.89,66.56,1.47,10.13,84.51,88.82,3.68,5.78,63.59,39.14,8.85,4.34,0.26,3,0,,12.43,0
Sapulpacity,OK,,,666.7,1.97,71.02,74.91,80.92,0.4,2.46,0.94,0.35,957.5,42.7,0.04,13.71,0.24,71.84,0.04,12.22,97.4,82.17,5.89,3.7,71.84,33.53,10.52,5.72,5.24,3,0.05,,29.49,0
WestAlliscity,WI,79,85300,429.13,1.63,75.27,75.37,77.01,0.38,1.26,2.82,0.34,5385.8,55.44,0.29,11.56,0.52,66.92,0.13,10.69,94.54,86.42,5.35,3.21,59.4,55.23,9.69,4.01,0.43,2,4.14,98.86,20.84,10
Casselberrycity,FL,,,465,1.03,69.58,73.81,76.67,2.05,2.82,7.5,0.94,3005.6,40.51,0.71,17.3,1.96,65.77,0.54,15.1,86.25,87.11,4.08,3.91,64.82,35.77,12.72,4.2,0.93,3,0.34,,17.7,0
Bentoncity,AR,,,189.47,0.75,74.42,78.51,84.7,0.04,2.85,0.82,0,1120.4,44.88,0,11.82,0.16,70.39,0,10.69,97.9,84.06,6.99,3.55,70.21,34.34,9.39,5.06,4.35,3,0.07,,30,0
Sunrisecity,FL,,,740.32,1.43,77.1,78.99,72.48,5.11,3.27,16.26,3.84,3415,63.12,2.5,11.22,1.89,76.93,1.6,9.75,81.51,90.4,3.15,3.07,75.57,45.59,8.02,4.86,0.17,2,1.13,97.3,20.84,5.6
Glendalecity,AZ,,,998.57,2.97,70.04,73.25,75.01,2.66,6.15,5.99,2.12,2738.2,48.69,1.56,15.37,2.47,65.58,1.03,13.25,85.56,77.67,5.13,6.23,62.1,36.59,11,5.99,0.29,3,1.6,94.77,17.42,10.33
Hickorycity,NC,,,514.97,4.76,61.17,64.82,69.79,1.11,2.33,1.99,1.02,1345.1,56.88,0.63,15.53,0.81,54.57,0.29,14.36,96.05,68.71,4.84,2.96,51.84,40.28,12.97,4.21,1.55,2,0.35,,27.89,0
Pascagoulacity,MS,,,865.48,5.34,58.64,64.13,66.91,0.46,5.08,1.12,0.4,1645.8,45.87,0.35,14.82,0.4,61.56,0.26,13.63,97.1,62.79,10.18,4.93,59.28,35.62,12.35,7.65,3.36,3,0.19,,26.06,0
Barstowcity,CA,,,947.23,3.2,61.36,68.07,68.96,3.51,9.85,7.54,2.72,904.6,51.1,2.11,16.41,2.96,53.65,1.72,14.45,78.67,71.67,12.8,8.08,52.92,26.16,12.45,9.13,2.56,2,1.25,,24.83,0
HuberHeightscity,OH,113,36610,372.07,1.38,79.57,81.69,83.63,1.14,1.4,2.37,0.99,1809.9,18.87,0.84,12.21,0.6,71.02,0.47,10.34,95.89,92.22,3.85,3.82,70.79,43.47,8.37,4.59,0.63,3,1.67,,15.94,0
Carrolltoncity,TX,,,723.69,1.59,80.99,81.74,80.81,6.54,4.9,11.42,4.52,2281.5,38.28,2.58,14.36,3.44,64.55,1.33,11.77,82.8,90.37,1.49,3.61,60.67,47,9.05,3.85,2.28,3,1.44,88.34,10.15,2.61
Tularecity,CA,,,433.47,5.36,61.84,67.17,71.53,5.61,12.01,12,4.02,2253.3,46.43,3.19,14.91,7.48,55.53,1.84,12.54,69.92,69.02,21.26,10.16,56.97,23.78,9.85,9.11,1.97,3,0.21,,39.19,0
VirginiaBeachcity,VA,810,82000,274.11,2.35,78.47,81.23,81.03,1.91,2.48,5.22,1.54,1527.9,33.3,1.05,12.61,0.73,64.46,0.65,10.69,92.07,88.85,3.04,4.8,62.49,40.64,8.83,3.86,0.68,3,0.75,91.22,12.03,7.87
WarnerRobinscity,GA,,,252.67,4.54,65.07,70.1,75.29,1.22,3.77,3.01,1,2528.7,42.51,0.48,15.7,0.57,57.98,0.27,13.87,95.46,74.16,6.72,4.54,57.06,35.33,11.86,5.57,1.1,3,0.03,,19.26,0
Longwoodcity,FL,,,324.76,1.95,75.89,79.26,85.45,3.57,2.65,7.31,3.21,2451.4,25.89,2.5,14.19,1.82,71.35,1.4,12,88.67,86.14,3.37,4.71,70.93,43.82,9.53,4.33,0.95,3,0,,17.39,0
Phoenixcity,AZ,,,1433.72,4.43,65.62,70.12,73.47,4.38,7.26,8.61,3.46,2260.6,52.01,2.61,16.68,3.86,62.27,1.56,14.74,81.26,77.27,5.79,7.37,59.12,35.42,12.74,6.64,3.78,2,3.26,96.82,21.28,2.57
Thomasvillecity,NC,,,266.92,4.73,52.95,59.59,66.87,0.14,2.82,0.31,0.07,1524.4,59.01,0.03,16.61,0.57,49.09,0.03,15.19,96.88,63.71,7.4,3.45,49.59,23,13.47,4.6,5.76,2,0,,42.61,0
Plymouthtown,CT,5,60750,313.48,0.97,82.49,84.31,87.47,0.65,1.55,4.57,0.52,525.3,39.68,0.47,8.75,1.09,82.44,0.3,8.3,90.31,90.98,3.18,3.68,78.63,55.11,7.84,3.73,4.41,3,0.07,,25.33,0
Readingtontownship,NJ,19,62250,72.91,0.08,89.25,90.57,93.1,1.57,0.85,6.83,1.57,271.6,22.93,1.26,6.23,0.87,88.65,0.53,5.74,91.28,99.15,2.14,4.72,86.1,59.33,5.26,2.68,1.69,3,1.13,,13.03,0
BedfordHeightscity,OH,35,4920,1161.62,3.08,63.35,66.87,73.47,0.5,1.51,3.43,0.39,2580.4,54.29,0.33,16.52,1.41,62.26,0.25,15.09,91.88,82.7,5.61,3.34,52.26,28.88,13.45,5.8,0.26,2,4.64,,24.44,0
Hillsboroughtown,CA,,,88.62,0.62,90.11,91.57,92.38,5.68,0.8,20.49,4.99,1655.3,3.06,3.77,5.05,3.06,96.14,2.55,4.2,74.34,100,2.2,5.69,96.22,76.47,3.29,2.52,1.23,4,3.89,,3.94,0
HuntingtonParkcity,CA,,,3571.94,10.6,61.51,67.92,72.67,30.82,54.84,59.39,23.22,17742.1,84.83,17.59,12.1,36.42,30.11,10.44,8.99,10.88,73.6,13.83,27.82,28.47,13.16,6.02,12.78,3.43,1,14.25,,69.4,0
Gallatincity,TN,,,267.81,3.6,63.87,69.16,77.61,0.28,3.06,0.71,0.28,859.6,44.62,0.21,15.11,0.13,62.55,0.21,13.67,98.04,80.26,8.68,3.93,61.34,28.94,12,6.6,1.98,3,0.45,,36.09,0
NewMilfordborough,NJ,3,51660,105.5,0.84,83.7,85.2,81.12,5.85,1.77,15.48,4.17,6673.6,45.84,2.16,7.99,2.3,73.16,1.28,6.99,80.85,95.54,2.3,4.85,62.83,59.96,5.83,5.73,0,3,8.8,,18.46,0
Magnoliacity,AR,,,159.45,6.04,58.14,63.76,62.63,0.93,4.32,1.39,0.8,1272.9,47.41,0.45,13.1,0.08,60.06,0.32,11.56,97.93,63.71,11.31,5.15,59.43,36.21,9.67,6.84,1.97,3,0.17,,31.03,0
Concordcity,NH,13,14200,130.72,1.77,72.88,73.94,71.78,0.49,1.22,2.97,0.39,540.6,57.57,0.34,14.43,0.48,58.72,0.21,13.51,94.33,84.47,3.84,2.79,52.33,51.46,12.5,6.21,0.34,2,0.82,,15.5,0
SafetyHarborcity,FL,,,166.99,2.2,79.09,82.31,79.08,1.83,1.36,6.4,1.72,3220.6,46.23,1.31,12.03,1.03,83.39,0.91,10.77,92.24,90.93,3.51,2.54,81.99,53.66,9.38,4.5,0.42,3,0.55,,12.19,0
Yakimacity,WA,,,638.14,3.64,62.77,65.71,75.64,4.59,6.81,8.83,3.78,3538.1,56.36,3.05,16.22,4.83,54.65,1.89,14.25,84.2,66.84,11.54,6.65,53.29,37.63,12.05,9.92,5.39,2,1.43,,29.06,0
Middletowncity,OH,17,49840,227.73,3.75,64.17,67.65,72.3,0.2,2.18,0.95,0.1,2201.1,50.81,0.07,16,0.59,62.41,0.05,14.53,96.89,71.1,9.92,4.01,60.01,34.96,12.8,7.84,2.93,2,0.82,,28.57,0
